Link,Categories,Descriptions,Instructor_full,Level,Modules,Name,NumEnrolled,NumReviews,Price,Provider_full,ReviewsURL,Skills,Stars,Duration,InstructorName,ProviderName,MasterCategories,Source,string,Keywords
https://www.coursera.org/learn/systems-thinking,Public Health,,"{'instructor_link': 'https://www.coursera.org/instructor/~15214376',
 'instructor_name': 'David Bishai, MD, PhD'}",,"[{'module_number': 0, 'module_name': 'Introduction to Systems Thinking and Complex Adaptive Systems', 'module_duration': '4 hours', 'module_num_video': '8 videos', 'module_num_quizz': None, 'module_num_reading': '12 readings'}, {'module_number': 1, 'module_name': 'System Conceptualization Using Causal Loop Diagrams', 'module_duration': '3 hours', 'module_num_video': '8 videos', 'module_num_quizz': None, 'module_num_reading': '9 readings'}, {'module_number': 2, 'module_name': 'System Dynamics Simulation Using Stock-and-Flow Diagrams', 'module_duration': '5 hours', 'module_num_video': '13 videos', 'module_num_quizz': None, 'module_num_reading': '11 readings'}, {'module_number': 3, 'module_name': 'Practical and policy implications', 'module_duration': None, 'module_num_video': '6 videos', 'module_num_quizz': None, 'module_num_reading': '3 readings'}]",Systems Thinking In Public Health,"53,693",869,49,"{'provider_link': 'https://www.coursera.org/jhu',
 'provider_name': 'Johns Hopkins University'}",https://www.coursera.org/learn/systems-thinking/reviews,,4.6,14,"David Bishai, MD, PhD",Johns Hopkins University,Health & Safety,Coursera,nan,nan
https://www.coursera.org/learn/physical-therapy-exercise,Patient Care,"Managing Your Health: The Role of Physical Therapy and Exercise will introduce learners to the concepts and benefits of physical therapy and exercise. Over six weeks learners will explore:,Why physical activity and exercise are important,
Exercise and Cardiovascular Disease,
Exercise and Osteoporosis,
Exercise and Cancer,
Common Sports Injuries,
Exercise and Arthritis","{'instructor_link': 'https://www.coursera.org/instructor/dina-brooks',
 'instructor_name': 'Dina Brooks, PhD, PT'}",Beginner,"[{'module_number': 0, 'module_name': 'Intro to the Course & Module 1: Just Keep Moving - Why physical activity and exercise are important', 'module_duration': '3 hours', 'module_num_video': '3 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '7 readings'}, {'module_number': 1, 'module_name': 'Managing your Health: The Role of Physical Therapy and Exercise Module 2: Exercise and Cardiovascular Disease', 'module_duration': '2 hours', 'module_num_video': '2 videos', 'module_num_quizz': None, 'module_num_reading': '3 readings'}, {'module_number': 2, 'module_name': 'Managing your Health: The Role of Physical Therapy and Exercise   Module 3: Exercise and Osteoporosis', 'module_duration': '2 hours', 'module_num_video': '2 videos', 'module_num_quizz': None, 'module_num_reading': '5 readings'}, {'module_number': 3, 'module_name': 'Managing your Health: The Role of Physical Therapy and Exercise   Module 4: Exercise and Cancer', 'module_duration': None, 'module_num_video': '2 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}, {'module_number': 4, 'module_name': 'Managing your health: the role of physical therapy and exercise module 5: Common Sports Injuries', 'module_duration': None, 'module_num_video': '2 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 5, 'module_name': 'Managing your health: The role of physical therapy and exercise module 6: Exercise and Arthritis', 'module_duration': '2 hours', 'module_num_video': '2 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '2 readings'}]",Managing Your Health: The Role of Physical Therapy and Exercise,"42,717",636,49,"{'provider_link': 'https://www.coursera.org/utoronto',
 'provider_name': 'University of Toronto'}",https://www.coursera.org/learn/physical-therapy-exercise/reviews,,4.7,12,"Dina Brooks, PhD, PT",University of Toronto,Health & Safety,Coursera,"manage your health : the Role of Physical Therapy and Exercise manage your health : the Role of Physical Therapy and Exercise will introduce learner to the concept and benefit of physical therapy and exercise . over six week learner will explore:,why physical activity and exercise be important , 
 Exercise and Cardiovascular Disease , 
 Exercise and Osteoporosis , 
 Exercise and Cancer , 
 Common Sports Injuries , 
 Exercise and arthritis",nan
https://www.coursera.org/learn/meem-agile-project-management,Leadership and Management,"By successfully completing this course, you will be able to distinguish between Agile and predictive project management methodologies.,You will also be able to describe the roles and responsibilities of different members of an agile team and implement agile tools.,And you will be able to identify agile organizations and styles of leadership.","{'instructor_link': 'https://www.coursera.org/instructor/christy-bozic',
 'instructor_name': 'Christy Bozic, PhD, PMP'}",Beginner,"[{'module_number': 0, 'module_name': 'Agile Project Management', 'module_duration': '6 hours', 'module_num_video': '7 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '12 readings'}, {'module_number': 1, 'module_name': 'The Agile Process', 'module_duration': '6 hours', 'module_num_video': '7 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '9 readings'}, {'module_number': 2, 'module_name': 'The Agile Organization', 'module_duration': '6 hours', 'module_num_video': '2 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '7 readings'}]",Agile Project Management,"5,400",110,79,"{'provider_link': 'https://www.coursera.org/boulder',
 'provider_name': 'University of Colorado Boulder'}",https://www.coursera.org/learn/meem-agile-project-management/reviews,"Engineering management,Agile Management,Servant Leadership,Strategic Management,Project Management",4.8,18,"Christy Bozic, PhD, PMP",University of Colorado Boulder,Business & Management,Coursera,"Agile Project Management by successfully complete this course , you will be able to distinguish between agile and predictive project management methodology . ,You will also be able to describe the role and responsibility of different member of an agile team and implement agile tool . ,And you will be able to identify agile organization and style of leadership .","agile, methodology, management, predictive, project, role, style, course, distinguish, tool, Business & Management, Leadership and Management, Engineering management,Agile Management,Servant Leadership,Strategic Management,Project Management"
https://www.coursera.org/learn/uva-darden-design-thinking-insights-to-inspiration,Business Strategy,"How to navigate the design thinking process to tackle a human-centered problem,How to craft out an effective research plan,How to draw key insights from the design process to arrive at ideal solutions","{'instructor_link': 'https://www.coursera.org/instructor/liedtka',
 'instructor_name': 'Jeanne M. Liedtka'}",Beginner,"[{'module_number': 0, 'module_name': 'Insights into Design Thinking', 'module_duration': '3 hours', 'module_num_video': '14 videos', 'module_num_quizz': None, 'module_num_reading': '3 readings'}, {'module_number': 1, 'module_name': 'Project Planning', 'module_duration': '2 hours', 'module_num_video': '5 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}, {'module_number': 2, 'module_name': 'What Is?', 'module_duration': '2 hours', 'module_num_video': '8 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}, {'module_number': 3, 'module_name': 'The Innovation Mindset', 'module_duration': '2 hours', 'module_num_video': '10 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}, {'module_number': 4, 'module_name': 'If Anything Were Possible', 'module_duration': '3 hours', 'module_num_video': '9 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}]",Design Thinking: Insights to Inspiration ,"4,415",16,79,"{'provider_link': 'https://www.coursera.org/uva',
 'provider_name': 'University of Virginia'}",,"Strategic Thinking,Innovation,Innovation Management,Design Thinking",4.6,13,Jeanne M. Liedtka,University of Virginia,Business & Management,Coursera,"design thinking : insight to Inspiration   how to navigate the design thinking process to tackle a human - center problem , how to craft out an effective research plan , how to draw key insight from the design process to arrive at ideal solution","design, thinking, process, center, human, effective, navigate, solution, arrive, tackle, Business & Management, Business Strategy, Strategic Thinking,Innovation,Innovation Management,Design Thinking"
https://www.coursera.org/learn/wharton-operations-analytics,Business Strategy,"This course is designed to impact the way you think about transforming data into better decisions. Recent extraordinary improvements in data-collecting technologies have changed the way firms make informed and effective business decisions. The course on operations analytics, taught by three of Wharton’s leading experts, focuses on how the data can be used to profitably match supply with demand in various business settings. In this course, you will learn how to model future demand uncertainties, how to predict the outcomes of competing policy choices and how to choose the best course of action in the face of risk. The course will introduce frameworks and ideas that provide insights into a spectrum of real-world business challenges, will teach you methods and software available for tackling these challenges quantitatively as well as the issues involved in gathering the relevant data.,This course is appropriate for beginners and business professionals with no prior analytics experience.","{'instructor_link': 'https://www.coursera.org/instructor/senthil-veeraghavan',
 'instructor_name': 'Senthil Veeraraghavan'}",,"[{'module_number': 0, 'module_name': 'Introduction, Descriptive and Predictive Analytics', 'module_duration': '3 hours', 'module_num_video': '5 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 1, 'module_name': 'Prescriptive Analytics, Low Uncertainty', 'module_duration': '2 hours', 'module_num_video': '6 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 2, 'module_name': 'Predictive Analytics, Risk', 'module_duration': '2 hours', 'module_num_video': '4 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 3, 'module_name': 'Prescriptive Analytics, High Uncertainty ', 'module_duration': '2 hours', 'module_num_video': '6 videos', 'module_num_quizz': None, 'module_num_reading': None}]",Operations Analytics,"114,160","5,012",79,"{'provider_link': 'https://www.coursera.org/penn',
 'provider_name': 'University of Pennsylvania'}",https://www.coursera.org/learn/wharton-operations-analytics/reviews,"Simulation,Mathematical Optimization,Solver,Decision Tree",4.7,10,Senthil Veeraraghavan,University of Pennsylvania,Business & Management,Coursera,"operation analytic this course be design to impact the way you think about transform datum into well decision . recent extraordinary improvement in data - collect technology have change the way firm make informed and effective business decision . the course on operation analytic , teach by three of Wharton ’s lead expert , focus on how the datum can be use to profitably match supply with demand in various business setting . in this course , you will learn how to model future demand uncertainty , how to predict the outcome of compete policy choice and how to choose the good course of action in the face of risk . the course will introduce framework and idea that provide insight into a spectrum of real - world business challenge , will teach you method and software available for tackle these challenge quantitatively as well as the issue involve in gather the relevant datum . ,this course be appropriate for beginner and business professional with no prior analytic experience .","datum, demand, analytic, uncertainty, beginner, wharton, gather, improvement, spectrum, way, Business & Management, Business Strategy, Simulation,Mathematical Optimization,Solver,Decision Tree"
https://www.coursera.org/learn/algorithms-graphs-data-structures,Algorithms,"The primary topics in this part of the specialization are: data structures (heaps, balanced search trees, hash tables, bloom filters), graph primitives (applications of breadth-first and depth-first search, connectivity, shortest paths), and their applications (ranging from deduplication to social network analysis).","{'instructor_link': 'https://www.coursera.org/instructor/~768',
 'instructor_name': 'Tim Roughgarden'}",Intermediate,"[{'module_number': 0, 'module_name': 'Week 1', 'module_duration': '4 hours', 'module_num_video': '9 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '4 readings'}, {'module_number': 1, 'module_name': 'Week 2', 'module_duration': '2 hours', 'module_num_video': '4 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '2 readings'}, {'module_number': 2, 'module_name': 'Week 3', 'module_duration': '3 hours', 'module_num_video': '9 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': None}, {'module_number': 3, 'module_name': 'Week 4', 'module_duration': '4 hours', 'module_num_video': '9 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '3 readings'}]","Graph Search, Shortest Paths, and Data Structures","81,591","1,949",49,"{'provider_link': 'https://www.coursera.org/stanford',
 'provider_name': 'Stanford University'}",https://www.coursera.org/learn/algorithms-graphs-data-structures/reviews,"Graphs,Data Structure,Algorithms,Hash Table",4.8,15,Tim Roughgarden,Stanford University,IT & Computer Science,Coursera,"Graph Search , Shortest Paths , and Data Structures the primary topic in this part of the specialization be : datum structure ( heap , balanced search tree , hash table , bloom filter ) , graph primitive ( application of breadth - first and depth - first search , connectivity , shortest path ) , and their application ( range from deduplication to social network analysis ) .","breadth, search, datum, deduplication, bloom, application, primitive, social, filter, primary, IT & Computer Science, Algorithms, Graphs,Data Structure,Algorithms,Hash Table"
https://www.coursera.org/learn/healthcare-analytics-essentials,Business Essentials,,"{'instructor_link': 'https://www.coursera.org/instructor/~123130504',
 'instructor_name': 'Martin Kohn'}",Beginner,"[{'module_number': 0, 'module_name': 'Overview of Statistics and Business Analytics', 'module_duration': None, 'module_num_video': None, 'module_num_quizz': '4 quizzes', 'module_num_reading': '14 readings'}, {'module_number': 1, 'module_name': 'Medical Outcomes Measurements', 'module_duration': '3 hours', 'module_num_video': '8 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '9 readings'}, {'module_number': 2, 'module_name': 'Physician Performance Metrics', 'module_duration': '4 hours', 'module_num_video': '7 videos', 'module_num_quizz': '5 quizzes', 'module_num_reading': '8 readings'}, {'module_number': 3, 'module_name': 'People and Organizations', 'module_duration': '3 hours', 'module_num_video': '7 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '10 readings'}]",Healthcare Analytics Essentials ,,,49,"{'provider_link': 'https://www.coursera.org/northeastern',
 'provider_name': 'Northeastern University '}",,"Data Management,data-informed decision making,Strategic Thinking,Systems Thinking,Data Analysis",,12,Martin Kohn,Northeastern University ,Business & Management,Coursera,nan,"nan, Business & Management, Business Essentials, Data Management,data-informed decision making,Strategic Thinking,Systems Thinking,Data Analysis"
https://www.coursera.org/learn/smart-cities,Governance and Society,"Learn about Smart Cities within the context of management of urban infrastructures. The introduction of Smart urban technologies into legacy infrastructures has resulted in numerous challenges and opportunities for contemporary cities and will continue to do so. This course will help you to understand how to make the best of these smart technologies in your cities’ legacy infrastructures.,Over the past few years, advances in the Information and Communication Technologies (ICTs) have significantly challenged the traditionally stable land scape of urban infrastructure service provision. This has resulted in increasing interest from both technology vendors and public authorities in the transition of cities towards so-called “Smart Cities”. Although such “Smart technologies” can provide immense opportunities for citizens and service providers alike, the ICTs often act as disruptive innovators of urban infrastructure service provision.
In this MOOC, you will gain a thorough understanding of the challenges and opportunities associated with the Smart urban infrastructures, namely Smart urban transportation and Smart urban energy systems. Over the journey of this 5-week online course you will learn about the most important principles for the management of Smart urban infrastructures as well as the applications of these principles in the transportation and energy sectors. 
This course does not have any prerequisites. However, to take the most away from of this MOOC, we strongly encourage you to enroll in our other MOOC on the Management of Urban Infrastructures, which has been widely praised by learners. 
Through this course, you will:
- Gain a deep understanding of the nature of disruptive innovations (smart technologies) in urban infrastructure systems;
- Learn about state-of-the-art strategies for effectively managing the transition from legacy infrastructures to smart urban systems;
- Study the management of the transition phase from legacy infrastructure systems to smart cities by supporting innovations while avoiding early lock-in; and
- Understand potential applications of the materials learned in this course within the context of the management of smart urban transportation systems as well as smart urban energy systems.","{'instructor_link': 'https://www.coursera.org/instructor/matthiasfinger',
 'instructor_name': 'Matthias Finger'}",Beginner,"[{'module_number': 0, 'module_name': 'Introduction to Smart Urban Infrastructures and Smart Cities', 'module_duration': '2 hours', 'module_num_video': '8 videos', 'module_num_quizz': None, 'module_num_reading': '6 readings'}, {'module_number': 1, 'module_name': 'Smart Urban Energy Systems', 'module_duration': None, 'module_num_video': '9 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 2, 'module_name': 'Smart Urban Transportation Systems', 'module_duration': None, 'module_num_video': '7 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 3, 'module_name': 'Towards Smart Cities: part 1', 'module_duration': None, 'module_num_video': '7 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 4, 'module_name': 'Towards Smart Cities: part 2', 'module_duration': '4 hours', 'module_num_video': '5 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '3 readings'}]",Smart Cities – Management of Smart Urban Infrastructures,"49,187","1,666",49,"{'provider_link': 'https://www.coursera.org/epfl',
 'provider_name': 'École Polytechnique Fédérale de Lausanne'}",https://www.coursera.org/learn/smart-cities/reviews,"Management,City Planning,City Management,Smart City",4.7,12,Matthias Finger,École Polytechnique Fédérale de Lausanne,Social Sciences,Coursera,"Smart Cities – Management of Smart Urban Infrastructures learn about Smart Cities within the context of management of urban infrastructure . the introduction of smart urban technology into legacy infrastructure have result in numerous challenge and opportunity for contemporary city and will continue to do so . this course will help you to understand how to make the good of these smart technology in your city ’ legacy infrastructure . ,Over the past few year , advance in the Information and Communication Technologies ( ICTs ) have significantly challenge the traditionally stable land scape of urban infrastructure service provision . this have result in increase interest from both technology vendor and public authority in the transition of city towards so - call "" Smart Cities "" . although such "" Smart technology "" can provide immense opportunity for citizen and service provider alike , the ict often act as disruptive innovator of urban infrastructure service provision . 
 in this MOOC , you will gain a thorough understanding of the challenge and opportunity associate with the smart urban infrastructure , namely smart urban transportation and Smart urban energy system . over the journey of this 5 - week online course you will learn about the most important principle for the management of smart urban infrastructure as well as the application of these principle in the transportation and energy sector . 
 this course do not have any prerequisite . however , to take the most away from of this MOOC , we strongly encourage you to enroll in our other MOOC on the Management of Urban Infrastructures , which have be widely praise by learner . 
 through this course , you will : 
 - gain a deep understanding of the nature of disruptive innovation ( smart technology ) in urban infrastructure system ; 
 - learn about state - of - the - art strategy for effectively manage the transition from legacy infrastructure to smart urban system ; 
 - study the management of the transition phase from legacy infrastructure system to smart city by support innovation while avoid early lock - in ; and 
 - understand potential application of the material learn in this course within the context of the management of smart urban transportation system as well as smart urban energy system .","infrastructures, mooc, prerequisite, contemporary, online, encourage, phase, lock, week, alike, Social Sciences, Governance and Society, Management,City Planning,City Management,Smart City"
https://www.coursera.org/learn/programming-fundamentals,Algorithms,,"{'instructor_link': 'https://www.coursera.org/instructor/andrew-hilton',
 'instructor_name': 'Andrew D. Hilton'}",Beginner,"[{'module_number': 0, 'module_name': 'Introduction', 'module_duration': '2 hours', 'module_num_video': '8 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '9 readings'}, {'module_number': 1, 'module_name': 'Reading Code', 'module_duration': '7 hours', 'module_num_video': '12 videos', 'module_num_quizz': '8 quizzes', 'module_num_reading': '17 readings'}, {'module_number': 2, 'module_name': 'Types', 'module_duration': '6 hours', 'module_num_video': '8 videos', 'module_num_quizz': '6 quizzes', 'module_num_reading': '18 readings'}, {'module_number': 3, 'module_name': 'Project', 'module_duration': None, 'module_num_video': '2 videos', 'module_num_quizz': None, 'module_num_reading': None}]",Programming Fundamentals,"200,594","6,660",49,"{'provider_link': 'https://www.coursera.org/duke',
 'provider_name': 'Duke University'}",https://www.coursera.org/learn/programming-fundamentals/reviews,"Algorithms,Programming Language Concepts,Problem Solving,C Programming",4.7,18,Andrew D. Hilton,Duke University,IT & Computer Science,Coursera,nan,"nan, IT & Computer Science, Algorithms, Algorithms,Programming Language Concepts,Problem Solving,C Programming"
https://www.coursera.org/learn/what-is-a-proof,Algorithms,"Mathematical thinking is crucial in all areas of computer science: algorithms, bioinformatics, computer graphics, data science, machine learning, etc. In this course, we will learn the most important tools used in discrete mathematics: induction, recursion, logic, invariants, examples, optimality. We will use these tools to answer typical programming questions like: How can we be certain a solution exists? Am I sure my program computes the optimal answer? Do each of these objects meet the given requirements?,In the online course, we use a try-this-before-we-explain-everything approach: you will be solving many interactive (and mobile friendly) puzzles that were carefully designed to allow you to invent many of the important ideas and concepts yourself.

Prerequisites: 
1. We assume only basic math (e.g., we expect you to know what is a square or how to add fractions), common sense and curiosity. 
2. Basic programming knowledge is necessary as some quizzes require programming in Python.","{'instructor_link': 'https://www.coursera.org/instructor/kulikov',
 'instructor_name': 'Alexander S. Kulikov'}",Beginner,"[{'module_number': 0, 'module_name': 'Making Convincing Arguments', 'module_duration': '3 hours', 'module_num_video': '10 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '6 readings'}, {'module_number': 1, 'module_name': 'How to Find an Example?', 'module_duration': '8 hours', 'module_num_video': '16 videos', 'module_num_quizz': '13 quizzes', 'module_num_reading': '6 readings'}, {'module_number': 2, 'module_name': 'Recursion and Induction', 'module_duration': '6 hours', 'module_num_video': '3 videos', 'module_num_quizz': '9 quizzes', 'module_num_reading': '13 readings'}, {'module_number': 3, 'module_name': 'Logic', 'module_duration': '5 hours', 'module_num_video': None, 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 4, 'module_name': 'Invariants', 'module_duration': '6 hours', 'module_num_video': None, 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 5, 'module_name': 'Solving a 15-Puzzle', 'module_duration': '12 hours', 'module_num_video': '8 videos', 'module_num_quizz': '5 quizzes', 'module_num_reading': '4 readings'}]",Mathematical Thinking in Computer Science,"128,574","2,164",79,"{'provider_link': 'https://www.coursera.org/ucsd',
 'provider_name': 'University of California San Diego'}",https://www.coursera.org/learn/what-is-a-proof/reviews,"Mathematical Induction,Proof Theory,Discrete Mathematics,Mathematical Logic",4.4,41,Alexander S. Kulikov,University of California San Diego,IT & Computer Science,Coursera,"Mathematical Thinking in Computer Science Mathematical thinking be crucial in all area of computer science : algorithm , bioinformatic , computer graphic , datum science , machine learning , etc . in this course , we will learn the most important tool use in discrete mathematic : induction , recursion , logic , invariant , example , optimality . we will use these tool to answer typical programming question like : how can we be certain a solution exist ? be I sure my program compute the optimal answer ? do each of these object meet the give requirements?,In the online course , we use a try - this - before - we - explain - everything approach : you will be solve many interactive ( and mobile friendly ) puzzle that be carefully design to allow you to invent many of the important idea and concept yourself . 

 prerequisite : 
 1 . we assume only basic math ( e.g. , we expect you to know what be a square or how to add fraction ) , common sense and curiosity . 
 2 . basic programming knowledge be necessary as some quiz require programming in Python .","programming, recursion, concept, optimal, bioinformatic, necessary, online, fraction, try, datum, IT & Computer Science, Algorithms, Mathematical Induction,Proof Theory,Discrete Mathematics,Mathematical Logic"
https://www.coursera.org/learn/duke-programming-web,Mobile and Web Development,"Learn foundational programming concepts (e.g., functions, for loops, conditional statements) and how to solve problems like a programmer. In addition, learn basic web development as you build web pages using HTML, CSS, JavaScript. By the end of the course, will create a web page where others can upload their images and apply image filters that you create.,After completing this course, you will be able to:
1. Think critically about how to solve a problem using programming;
2. Write JavaScript programs using functions, for loops, and conditional statements;
3. Use HTML to construct a web page with paragraphs, divs, images, links, and lists;
4. Add styles to a web page with CSS IDs and classes; and
5. Make a web page interactive with JavaScript commands like alert, onClick, onChange, adding input features like an image canvas, button, and slider.","{'instructor_link': 'https://www.coursera.org/instructor/susan-rodger',
 'instructor_name': 'Susan H. Rodger'}",Beginner,"[{'module_number': 0, 'module_name': 'Welcome', 'module_duration': None, 'module_num_video': '5 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 1, 'module_name': 'Designing a Web Page with HTML and CSS', 'module_duration': '6 hours', 'module_num_video': '10 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '8 readings'}, {'module_number': 2, 'module_name': 'Algorithms and Programming Concepts', 'module_duration': '8 hours', 'module_num_video': '15 videos', 'module_num_quizz': '6 quizzes', 'module_num_reading': '7 readings'}, {'module_number': 3, 'module_name': 'JavaScript for Web Pages', 'module_duration': '8 hours', 'module_num_video': '8 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '10 readings'}, {'module_number': 4, 'module_name': 'MiniProject: Image Filters on the Web', 'module_duration': '9 hours', 'module_num_video': '5 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '7 readings'}]","Programming Foundations with JavaScript, HTML and CSS","553,649","14,437",49,"{'provider_link': 'https://www.coursera.org/duke',
 'provider_name': 'Duke University'}",https://www.coursera.org/learn/duke-programming-web/reviews,"HTML,JavaScript,Cascading Style Sheets (CSS),Html5",4.6,33,Susan H. Rodger,Duke University,IT & Computer Science,Coursera,"Programming Foundations with JavaScript , HTML and CSS learn foundational programming concept ( e.g. , function , for loop , conditional statement ) and how to solve problem like a programmer . in addition , learn basic web development as you build web page use HTML , CSS , JavaScript . by the end of the course , will create a web page where other can upload their image and apply image filter that you create . ,After complete this course , you will be able to : 
 1 . think critically about how to solve a problem use programming ; 
 2 . write JavaScript program use function , for loop , and conditional statement ; 
 3 . use HTML to construct a web page with paragraph , divs , image , link , and list ; 
 4 . add style to a web page with css id and class ; and 
 5 . make a web page interactive with JavaScript command like alert , onClick , onChange , add input feature like an image canvas , button , and slider .","html, programmer, construct, filter, conditional, slider, foundational, onchange, apply, like, IT & Computer Science, Mobile and Web Development, HTML,JavaScript,Cascading Style Sheets (CSS),Html5"
https://www.coursera.org/learn/nanotechnology,Electrical Engineering,"How can we create nano-structures that are 10,000 times smaller than the diameter of a human hair? How can we “see” at the nano-scale?   Through instruction and lab demonstrations, in this course you will obtain a rich understanding of the capabilities of nanotechnology tools, and how to use this equipment for nano-scale fabrication and characterization.  The nanoscale is the next frontier of the Maker culture, where designs become reality.  To become a Nanotechnology Maker pioneer, we will introduce you to the practical knowledge, skills, and tools that can turn your nanotechnology ideas into physical form and that enable you to image objects at the nano-scale.,This course has been developed by faculty and staff experts in nano-fabrication, electron beam microscopy, and nano-characterization through the Research Triangle Nanotechnology Network (RTNN).  The RTNN offers training and use of the tools demonstrated in this course to schools  and industry through the United States National Nanotechnology Coordinated Infrastructure program.  The tools demonstrated in this course are available to the public through the RTNN.","{'instructor_link': 'https://www.coursera.org/instructor/njokerst',
 'instructor_name': 'Nan M. Jokerst'}",,"[{'module_number': 0, 'module_name': 'Introduction to Nanotechnology', 'module_duration': '2 hours', 'module_num_video': '10 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '3 readings'}, {'module_number': 1, 'module_name': 'Nano Measurement and Characterization Tools: Scanning Electron Microscopy and Energy-Dispersive X-ray Spectroscopy', 'module_duration': '2 hours', 'module_num_video': '8 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '3 readings'}, {'module_number': 2, 'module_name': 'Nano Measurement and Characterization Tools: Transmission Electron Microscopy', 'module_duration': '2 hours', 'module_num_video': '7 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '3 readings'}, {'module_number': 3, 'module_name': 'Nano Measurement and Characterization Tools: X-ray and Optical Characterization', 'module_duration': '3 hours', 'module_num_video': '11 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '4 readings'}, {'module_number': 4, 'module_name': 'Nanofabrication: Vacuum Pumps and Thin Film Vacuum Deposition', 'module_duration': '2 hours', 'module_num_video': '11 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '3 readings'}, {'module_number': 5, 'module_name': 'Nanofabrication: Vapor Deposition', 'module_duration': '3 hours', 'module_num_video': '8 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '4 readings'}, {'module_number': 6, 'module_name': 'Nanofabrication: Patterning and Self-Assembly', 'module_duration': '5 hours', 'module_num_video': '11 videos', 'module_num_quizz': '6 quizzes', 'module_num_reading': '6 readings'}, {'module_number': 7, 'module_name': 'Nanofabrication: Etching', 'module_duration': '3 hours', 'module_num_video': '7 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '4 readings'}, {'module_number': 8, 'module_name': 'Closing', 'module_duration': None, 'module_num_video': None, 'module_num_quizz': None, 'module_num_reading': None}]",Nanotechnology: A Maker’s Course,"60,783","2,812",49,"{'provider_link': 'https://www.coursera.org/duke',
 'provider_name': 'Duke University'}",https://www.coursera.org/learn/nanotechnology/reviews,,4.8,26,Nan M. Jokerst,Duke University,Physical Science and Engineering,Coursera,"nanotechnology : a Maker ’s course how can we create nano - structure that be 10,000 time small than the diameter of a human hair ? how can we "" see "" at the nano - scale ?    through instruction and lab demonstration , in this course you will obtain a rich understanding of the capability of nanotechnology tool , and how to use this equipment for nano - scale fabrication and characterization .   the nanoscale be the next frontier of the Maker culture , where design become reality .   to become a Nanotechnology Maker pioneer , we will introduce you to the practical knowledge , skill , and tool that can turn your nanotechnology idea into physical form and that enable you to image object at the nano - scale . ,this course have be develop by faculty and staff expert in nano - fabrication , electron beam microscopy , and nano - characterization through the Research Triangle Nanotechnology Network ( RTNN ) .   the RTNN offer training and use of the tool demonstrate in this course to school   and industry through the United States National Nanotechnology Coordinated Infrastructure program .   the tool demonstrate in this course be available to the public through the RTNN .",nan
